run_time,game_id,away_team,home_team,market_total,market_spread_home
2026-03-09T13:09:16,401851759,Oregon State Beavers,Gonzaga Bulldogs,144,-18.5
2026-03-09T13:09:16,401851760,Santa Clara Broncos,Saint Mary's Gaels,149.25,-4.5
2026-03-09T13:09:16,401851714,Alcorn State Braves,Alabama State Hornets,134.5,-6.5
2026-03-09T13:09:16,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.75
2026-03-09T13:09:16,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146,-1.5
2026-03-09T13:09:16,401851706,Georgia Southern Eagles,Troy Trojans,152,-6.5
2026-03-09T13:09:16,401851593,Furman Paladins,East Tennessee State Buccaneers,138.25,-1
2026-03-09T13:09:16,401851432,Northern Kentucky Norse,Wright State Raiders,157.25,-1.5
2026-03-09T13:09:16,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,3.5
2026-03-09T13:09:16,401856432,Towson Tigers,Hofstra Pride,132,-4
2026-03-09T13:09:16,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T13:09:16,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T13:09:16,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.5,-5.5
2026-03-09T13:09:16,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3
2026-03-09T13:30:11,401851759,Oregon State Beavers,Gonzaga Bulldogs,144,-18.5
2026-03-09T13:30:11,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T13:30:11,401851714,Alcorn State Braves,Alabama State Hornets,133.5,-10.5
2026-03-09T13:30:11,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.5
2026-03-09T13:30:11,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5
2026-03-09T13:30:11,401851706,Georgia Southern Eagles,Troy Trojans,152,-5.5
2026-03-09T13:30:11,401851593,Furman Paladins,East Tennessee State Buccaneers,138.25,-1
2026-03-09T13:30:11,401851432,Northern Kentucky Norse,Wright State Raiders,157.25,-1.5
2026-03-09T13:30:11,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,3.5
2026-03-09T13:30:11,401856432,Towson Tigers,Hofstra Pride,132,-4
2026-03-09T13:30:11,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T13:30:11,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T13:30:11,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.5,-4.25
2026-03-09T13:30:11,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3
2026-03-09T13:36:32,401851759,Oregon State Beavers,Gonzaga Bulldogs,144,-19.5
2026-03-09T13:36:32,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T13:36:32,401851714,Alcorn State Braves,Alabama State Hornets,135,-7.5
2026-03-09T13:36:32,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.25
2026-03-09T13:36:32,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5
2026-03-09T13:36:32,401851706,Georgia Southern Eagles,Troy Trojans,152,-5.5
2026-03-09T13:36:32,401851593,Furman Paladins,East Tennessee State Buccaneers,138.25,-1
2026-03-09T13:36:32,401851432,Northern Kentucky Norse,Wright State Raiders,157.25,-1.5
2026-03-09T13:36:32,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,4.5
2026-03-09T13:36:32,401856432,Towson Tigers,Hofstra Pride,132.25,-4.5
2026-03-09T13:36:32,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T13:36:32,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T13:36:32,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.5,-4.25
2026-03-09T13:36:32,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3
2026-03-09T13:46:24,401851759,Oregon State Beavers,Gonzaga Bulldogs,144,-20
2026-03-09T13:46:24,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T13:46:24,401851714,Alcorn State Braves,Alabama State Hornets,142.5,-6.5
2026-03-09T13:46:24,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.25
2026-03-09T13:46:24,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5
2026-03-09T13:46:24,401851706,Georgia Southern Eagles,Troy Trojans,153,-5.5
2026-03-09T13:46:24,401851593,Furman Paladins,East Tennessee State Buccaneers,138.25,-1
2026-03-09T13:46:24,401851432,Northern Kentucky Norse,Wright State Raiders,157.25,-1.5
2026-03-09T13:46:24,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,4.5
2026-03-09T13:46:24,401856432,Towson Tigers,Hofstra Pride,132.25,-4.5
2026-03-09T13:46:24,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T13:46:24,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T13:46:24,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.5,-4.25
2026-03-09T13:46:24,401851333,Weber State Wildcats,Eastern Washington Eagles,154.25,-3.25
2026-03-09T15:06:44,401851759,Oregon State Beavers,Gonzaga Bulldogs,143.75,-20
2026-03-09T15:06:44,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T15:06:44,401851714,Alcorn State Braves,Alabama State Hornets,142.5,10.5
2026-03-09T15:06:44,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.5
2026-03-09T15:06:44,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5
2026-03-09T15:06:44,401851706,Georgia Southern Eagles,Troy Trojans,152.25,-5.25
2026-03-09T15:06:44,401851593,Furman Paladins,East Tennessee State Buccaneers,138,-1
2026-03-09T15:06:44,401851432,Northern Kentucky Norse,Wright State Raiders,157.75,0
2026-03-09T15:06:44,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,4.5
2026-03-09T15:06:44,401856432,Towson Tigers,Hofstra Pride,132,-4.5
2026-03-09T15:06:44,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T15:06:44,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T15:06:44,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.75,-4.5
2026-03-09T15:06:44,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3.5
2026-03-09T15:11:46,401851759,Oregon State Beavers,Gonzaga Bulldogs,143.75,-20.5
2026-03-09T15:11:46,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T15:11:46,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.5
2026-03-09T15:11:46,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.5,-1.5
2026-03-09T15:11:46,401851706,Georgia Southern Eagles,Troy Trojans,152.25,-5.25
2026-03-09T15:11:46,401851593,Furman Paladins,East Tennessee State Buccaneers,138,-1
2026-03-09T15:11:46,401851432,Northern Kentucky Norse,Wright State Raiders,157.75,0
2026-03-09T15:11:46,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,4.5
2026-03-09T15:11:46,401856432,Towson Tigers,Hofstra Pride,132,-4.5
2026-03-09T15:11:46,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T15:11:46,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T15:11:46,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.75,-4.5
2026-03-09T15:11:46,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3.5
2026-03-09T15:19:37,401851759,Oregon State Beavers,Gonzaga Bulldogs,143.75,-20.5
2026-03-09T15:19:37,401851760,Santa Clara Broncos,Saint Mary's Gaels,149,-4.5
2026-03-09T15:19:37,401856431,Campbell Fighting Camels,Monmouth Hawks,152,-1.5
2026-03-09T15:19:37,401851607,New Orleans Privateers,Texas A&M-Corpus Christi Islanders,146.75,-1.5
2026-03-09T15:19:37,401851706,Georgia Southern Eagles,Troy Trojans,152.25,-5.25
2026-03-09T15:19:37,401851593,Furman Paladins,East Tennessee State Buccaneers,138,-1
2026-03-09T15:19:37,401851432,Northern Kentucky Norse,Wright State Raiders,157.75,0
2026-03-09T15:19:37,401851332,Northern Colorado Bears,Montana Grizzlies,152.25,4.5
2026-03-09T15:19:37,401856432,Towson Tigers,Hofstra Pride,132,-4.5
2026-03-09T15:19:37,401851715,Mississippi Valley State Delta Devils,Grambling Tigers,136.25,-13.5
2026-03-09T15:19:37,401851608,Nicholls Colonels,UT Rio Grande Valley Vaqueros,144,-5.5
2026-03-09T15:19:37,401851433,Detroit Mercy Titans,Robert Morris Colonials,146.75,-4.5
2026-03-09T15:19:37,401851333,Weber State Wildcats,Eastern Washington Eagles,154.5,-3.5
